,['RPI'],['W875RX1'],['DPCERA3M086SBEA'],['CMRMTSPLx'],['RETAILx'],['INDPRO'],['IPFPNSS'],['IPFINAL'],['IPCONGD'],['IPDCONGD'],['IPNCONGD'],['IPBUSEQ'],['IPMAT'],['IPDMAT'],['IPNMAT'],['IPMANSICS'],['IPB51222S'],['IPFUELS'],['CUMFNS'],['HWI'],['HWIURATIO'],['CLF16OV'],['CE16OV'],['UNRATE'],['UEMPMEAN'],['UEMPLT5'],['UEMP5TO14'],['UEMP15OV'],['UEMP15T26'],['UEMP27OV'],['CLAIMSx'],['PAYEMS'],['USGOOD'],['CES1021000001'],['USCONS'],['MANEMP'],['DMANEMP'],['NDMANEMP'],['SRVPRD'],['USTPU'],['USWTRADE'],['USTRADE'],['USFIRE'],['USGOVT'],['CES0600000007'],['AWOTMAN'],['AWHMAN'],['HOUST'],['HOUSTNE'],['HOUSTMW'],['HOUSTS'],['HOUSTW'],['PERMIT'],['PERMITNE'],['PERMITMW'],['PERMITS'],['PERMITW'],['AMDMNOx'],['AMDMUOx'],['BUSINVx'],['ISRATIOx'],['M1SL'],['M2SL'],['M2REAL'],['BOGMBASE'],['TOTRESNS'],['NONBORRES'],['BUSLOANS'],['REALLN'],['NONREVSL'],['CONSPI'],['S&P 500'],['S&P: indust'],['S&P div yield'],['S&P PE ratio'],['FEDFUNDS'],['TB3MS'],['TB6MS'],['GS1'],['GS5'],['GS10'],['AAA'],['BAA'],['TB3SMFFM'],['TB6SMFFM'],['T1YFFM'],['T5YFFM'],['T10YFFM'],['AAAFFM'],['BAAFFM'],['EXSZUSx'],['EXJPUSx'],['EXUSUKx'],['EXCAUSx'],['WPSFD49207'],['WPSFD49502'],['WPSID61'],['WPSID62'],['OILPRICEx'],['PPICMM'],['CPIAUCSL'],['CPIAPPSL'],['CPITRNSL'],['CPIMEDSL'],['CUSR0000SAC'],['CUSR0000SAD'],['CUSR0000SAS'],['CPIULFSL'],['CUSR0000SA0L2'],['CUSR0000SA0L5'],['PCEPI'],['DDURRG3M086SBEA'],['DNDGRG3M086SBEA'],['DSERRG3M086SBEA'],['CES0600000008'],['CES2000000008'],['CES3000000008'],['DTCOLNVHFNM'],['DTCTHFNM'],['INVEST'],IP
Nov-93,-0.004200843,-0.003970868,0.001555404,0.004262266,0.006093416,0.007344325,0.00702915,0.008219443,0.0049098,0.025037968,-0.002486905,0.020997681,0.007748609,0.011800991,0.002040752,0.008243246,-0.008650194,0.028382673,0.5099,164,0.017240015,0.00235666,0.002228879,0.1,0,0.064698406,-0.000795229,-0.004282662,-0.052685767,0.029735711,0.031361455,0.002491175,0.002423808,0,0.009287034,0.000536561,0.001514616,-0.000873363,0.002507979,0.002226577,0.001694749,0.002313111,0.00337863,5.25E-05,40.7,-0.1,41.3,7.238496841,4.836281907,5.888877958,6.380122537,5.752572639,7.160069208,4.983606622,5.700443573,6.293419279,5.707110265,0.045591438,-0.004492865,0.000355485,-0.02,-0.001069764,-0.000581964,-0.002818147,-0.000870075,-0.007128511,-0.005612308,0.001319471,0.000839185,0.002944201,0.000948947,0.010096063,0.018688912,-0.023074573,-0.002041348,-0.1,0.07,0.06,0.03,-0.02,-0.03,0.01,-0.03,0.03,0.13,0.4,1.72,2.34,3.68,4.32,0.017474408,0.013596026,-0.014865987,0.003625655,-0.000807426,-2.68E-06,-7.39E-07,0.020442957,0.063265551,-0.029275158,0.002749131,0.002988979,0.01296185,0.000473678,0.009113384,-1.07E-05,-6.33E-06,0.004109123,0.004218918,0.003519393,0.002094533,0.000295894,0.011339351,-0.001114711,-5.92E-06,0.005693449,-0.000859386,0.01897389,0.009743625,-0.006933114,0.004660431
Dec-93,0.00256221,0.002979628,0.002797473,0.005116932,0.010135249,0.004660431,0.002497629,0.002335082,0.001367489,0.008968538,-0.001480004,0.005708872,0.007444864,0.010036134,0.002643166,0.004810599,-0.003563565,0.000163421,0.2214,26,0.012358109,0.00106447,0.002859601,-0.2,0.5,-0.077572739,0.001589825,-0.014297833,-0.028264558,-0.004987542,-0.025479085,0.002288556,0.001836383,-0.001559117,0.003895443,0.001310382,0.001814517,0.000582326,0.00240131,0.001377992,0.00184912,0.000937461,0.003951707,0.001364471,40.8,0.1,41.3,7.226936018,4.934473933,5.713732806,6.405228458,5.796057751,7.21303166,4.94875989,5.796057751,6.32256524,5.799092654,-0.02107386,-0.009266145,0.004333988,0.01,0.001805975,0.002566368,0.001136627,0.000684308,0.006321643,0.008089853,0.002778758,0.000116366,-0.001550511,0.000274016,-0.002179567,0.014670006,0.010218844,-0.011279376,0.03,0.08,0.14,0.19,0.35,0.39,0.26,0.35,0.08,0.24,0.56,2.04,2.7,3.91,4.64,0.036533433,0.007971321,-0.014414785,-0.006733013,0.000803534,-0.001636662,-7.38E-07,-0.031176485,-0.118440683,0.0061839,-0.001385907,0.003726617,-0.010681268,-0.001481001,-0.00531943,-1.07E-05,0.000619289,-0.002747691,-0.002821335,-0.002119356,-0.001244428,-0.001881713,-0.005247529,0.000395919,0.000800886,-0.001429041,0.000839191,0.015354344,-0.004923573,0.006547871,0.005760231
Jan-94,0.034185937,0.038232102,0.003514472,0.003156983,0.008902216,0.005760231,0.004685187,0.003233319,0.002866937,0.005086913,0.002023129,0.006333203,0.007140443,0.014163357,0.001179955,0.006136075,-0.002321491,-0.014561063,0.3171,95,0.0142346,0.001771602,0.002431657,-0.1,-0.3,0.050223724,-0.063956218,-0.006046374,0,-0.010050336,-0.054230154,0.002977997,0.002949064,0.022965877,0.007745656,0.000892459,0.002112783,-0.000873617,0.00298521,0.0026617,0.002884872,0.003589276,0.003353995,0.002147891,40.9,0.1,41.4,7.334981879,4.882801923,5.82008293,6.549650742,5.899897354,7.286876412,5.141663557,5.786897381,6.470799504,5.762051383,0.024050622,-0.006524613,0.00474753,0.01,-0.004952928,-0.002601863,-0.000799714,0.006955399,0.00273995,0.001018163,-0.000767639,0.005644714,0.00316658,-0.00228625,0.006588887,0.006428853,-0.01352713,-0.002346537,-0.06,-0.04,-0.03,0.03,0.09,0.05,0,0.03,0.1,0.27,0.65,2.19,2.81,3.97,4.73,-0.022633807,0.018702089,0.007065741,0.010120168,-0.001609011,0,-0.003437166,-0.005928558,-0.057464567,0.032226354,-0.0006908,-0.006708918,-0.002270721,0.000477469,-0.001511716,-0.002446648,0.000613469,-4.19E-06,-4.41E-06,-4.43E-06,-0.001664238,-0.004240797,-0.002207637,-0.000908786,0.00079313,-0.000711984,0.000830673,-0.010320108,0.0099748,0.004878397,0.003180025
Feb-94,-0.020006718,-0.024483025,0.002722852,0.001138222,-0.006766439,0.003180025,0.004447043,0.005123513,0.006484412,0.015705664,0.003006631,0.00518786,0.001547742,0.002688794,-0.004880588,0.001016538,0.052673247,-0.013958565,-0.1112,124,0.007115485,0.005028087,0.004124395,0.1,0.3,-0.019285201,0.009271031,0.030526591,0.112334455,-0.027882318,0.106227013,0.002445304,0.002317395,-0.005095985,0.003041057,0.002376003,0.003711696,0.000436904,0.002477187,0.001770539,0.002485689,0.000424993,0.002907401,0.001986617,40.9,0,41.4,7.148345744,4.605170186,5.521460918,6.333279628,5.883322388,7.237059026,4.624972813,5.697093487,6.395261598,5.96870756,0.036267634,0.001694963,-0.0001205,-0.02,-0.0031119,-0.001152054,0.000126313,-0.018705609,-0.036995919,-0.038882644,0.007020712,-0.009461916,-0.00372206,0.002523342,0.014995914,0.022335394,-0.031030292,0.002879577,0.09,-0.08,-0.08,-0.07,-0.06,-0.02,-0.01,-0.04,-0.07,0.1,0.49,2.04,2.7,3.87,4.6,0.005587749,0.013810646,0.000670331,-0.010196078,0.003210276,0.002449981,0.005156857,0.033140353,0.173722905,0.007262743,-0.002052686,-0.003748925,-0.002275887,-0.000495948,-0.000755572,0.000811357,-0.001877909,-0.00136379,-0.002098637,-0.002101577,0.000106654,0.003681069,-0.001977876,0.000161344,-0.002419014,0.000704461,-0.003376239,0.012967567,-0.020769418,-0.001101361,0.000518046
Mar-94,0.000964808,0.001202185,0.007992315,0.009105379,0.015712404,0.000518046,-0.001905154,-0.002563902,0.001873231,-0.001584943,0.00315931,-0.009587744,0.003635081,0.005466101,0.006543583,0.001369197,-0.010982414,-0.007820782,-0.0972,151,0.019872126,0.00055882,0.000983397,0,0.4,-0.182824196,0.129643812,0.018776855,0.02382838,0.014891455,-0.030241106,0.001606198,-0.000623386,-0.005978325,-0.00344723,0.000415221,0.001100826,-0.000582581,0.002161133,0.004324617,0.002265007,0.005297224,0.003043701,0.00015667,40.3,0,40.9,7.198183577,4.86753445,5.616771098,6.406879986,5.786897381,7.145984468,4.718498871,5.627621114,6.300785795,5.811140993,-0.009846291,-0.002357766,0.005372434,-0.01,0.002375837,0.000115078,-0.002487092,0.002260392,-0.026658123,-0.027583727,-0.005414096,-0.000753273,0.002935582,0.000620815,-0.002985488,0.000925951,0.01718277,-0.015879115,0.2,0.27,0.28,0.33,0.31,0.22,0.16,0.11,0,0.18,0.62,2.15,2.72,3.83,4.51,-0.010313947,-0.047224156,-0.008817153,0.018874869,-0.001608994,-5.99E-06,0.000849167,-0.036951913,-0.04798742,0.032130917,0.002730377,0.005233094,0.007578065,0.000957267,0.001511145,-0.002436714,0.001856985,0.002036889,0.001396648,0.00279525,0.00197885,0.000617656,0.002532746,0.002053944,0.003992639,0.004916435,0.005864412,-0.010351502,0.001589598,-0.011708669,0.010073806
Apr-94,0.002663108,0.003111037,0.000132037,0.016513006,0.018464754,0.010073806,0.009836516,0.009652152,0.008529087,0.009177545,0.008273353,0.011053039,0.010373342,0.014375496,0.012830746,0.013098086,-0.035063899,0.006527794,0.8441,51,0.011839278,-0.002060759,-0.001278605,-0.1,0,0.050369036,-0.065079075,-0.020412178,-0.063802957,0.011867899,-0.037271395,0.004079309,0.004399909,-0.006014281,0.013517809,0.002073522,0.002796646,0.001019294,0.003999608,0.004612858,0.00317408,0.005089108,0.002890175,0.002086594,41.1,0.3,41.7,7.355001921,4.852030264,5.891644212,6.510258341,5.996452089,7.201916318,4.795790546,5.720311777,6.356107661,5.828945618,-0.004333392,-0.002481181,0.00124509,-0.01,-0.000806202,0.001034935,-0.001478322,0.007010481,0.039478811,0.040322581,0.010405789,0.002416398,0.001969878,0.000610205,-0.016613773,-0.013391385,0.054333284,-0.029462984,0.09,0.25,0.35,0.45,0.54,0.51,0.4,0.37,0.16,0.44,0.98,2.6,3.14,4.14,4.79,-0.01892145,-0.011388094,0.008549074,0.016255715,-0.000801601,-0.002443993,-0.001718193,0.033026491,0.006623067,0.002924668,-7.43E-06,0.005244859,-0.002280456,-0.000495792,-5.70E-07,0.002435395,-1.38E-05,-7.36E-06,0.000694674,-0.000703928,0.000434567,0.001276964,0.00010263,0.000401494,-0.007193945,-0.011253777,-0.00837805,-0.000705391,0.018053599,0.021889921,0.005820039
May-94,0.00924553,0.010266036,0.004216001,-0.005280723,0.000313138,0.005820039,0.004468018,0.003830641,0.002901225,0.012909957,-0.000870068,0.006699044,0.007551919,0.018499644,-0.000984551,0.008649874,-0.039270934,0.015936032,0.4714,0,0.00747363,0.001693351,0.002948164,-0.1,0,0.018824921,-0.045453229,-0.044853569,-0.081678031,-0.019285907,0.024274822,0.003059603,0.004027356,-0.003972028,0.011358098,0.002128289,0.003186619,0.000581988,0.002818826,0.000788644,0.003357825,0.003268638,0.000865426,0.001718169,41.1,-0.1,41.7,7.289610521,5.030437921,5.883322388,6.421622268,5.823045895,7.238496841,4.905274778,5.723585102,6.396929655,5.860786223,0.027363346,0.000801054,0.003720261,0,-0.002461876,-0.000920373,-0.000338209,0.007843073,0.033006296,0.033613445,-0.001848835,0.001308308,-0.003944033,-0.000266985,-0.036401982,-0.043895137,0.11127371,-0.047173872,0.22,0.18,0.31,0.5,0.58,0.49,0.4,0.39,0.12,0.53,1.26,2.96,3.41,4.32,4.96,0.006347013,-0.015467629,-0.00645554,0.013540281,-0.00079968,0,-0.001709402,-0.016513246,0.119090601,-0.034284569,-0.002043364,-0.006739059,-0.000757847,0.001904373,-5.70E-07,-2.63E-06,-0.002476773,-0.001357764,-0.000699533,-0.001395185,-0.001566571,-0.002758289,0.00146554,-0.002502412,0.003192339,0.007731392,0.002508711,0.013372145,-0.008331553,-0.009374864,0.004688661
Jun-94,0.002028528,0.002861939,-0.001804681,0.002417246,-0.003711763,0.004688661,0.003360683,0.003418533,0.005544366,0.002750775,0.006585797,0.003040096,0.00638323,0.009996694,0.007099224,0.005854968,0.006389371,0.003331287,0.2281,151,0.043013206,0.001208875,0.004682779,-0.3,0.5,-0.069193957,0.01308277,-0.029531415,-0.030239885,-0.02905492,0.042680731,0.002953718,0.002778698,-0.004683037,0.007304346,0.001711167,0.002284126,0.000872347,0.002997285,0.005067505,0.003307962,0.002519147,-0.001154068,0.00213059,41.2,0.1,41.8,7.330405212,4.919980926,5.828945618,6.553933404,5.84932478,7.241366283,4.96284463,5.752572639,6.383506635,5.846438775,0.016214317,0.001548454,0.012465715,0.01,0.001049377,0.002380391,0.000676304,-0.014613505,-0.072746625,-0.074263852,-0.00246899,0.000614786,0.005738124,0.000977485,0.008172582,0.011293509,-0.013584931,-0.005847241,0.45,0.46,0.51,0.49,0.26,0.21,0.11,0.1,0.13,0.59,1.3,2.77,3.17,3.98,4.61,-0.018100677,0.002596055,0.01466626,-0.001592011,0,-0.001628665,0.000853607,-0.015534293,-0.023316691,0.009051799,0.001356391,0.005982992,-0.004523753,-0.001933371,0.001505456,0.004836097,-1.52E-06,-1.83E-06,-1.93E-06,0.00138937,0.00027091,0.003019741,-0.001802353,0.000499463,0.001588547,-1.23E-05,0.000834374,-0.043506061,0.003398658,-0.012568846,0.006671626
Jul-94,-0.001352081,-0.001338888,0.005965575,0.009138005,0.011461906,0.006671626,0.005939345,0.005842384,0.00723593,0.009196455,0.006492357,0.005876572,0.007602444,0.004242029,0.003062836,0.003047817,0.038925176,-0.001551688,-0.0173,-101,-0.01349578,-0.001668325,-0.001873743,0,-0.7,0.03882906,-0.00529425,-0.036263173,0.013072082,-0.07084769,-0.054376771,0.002752456,0.00263922,-0.000347766,0.002553778,0.002825858,0.003960009,0.001161946,0.002780638,0.003393078,0.003277806,0.003725953,0.000144331,0.000518968,41.2,0,41.8,7.250635512,4.941642423,5.758901774,6.432940093,5.799092654,7.21303166,4.983606622,5.707110265,6.336825731,5.843544417,0.016914266,0.006349883,0.006504819,0,-0.000265631,-0.00596748,-0.005933226,0.010501748,0.051495292,0.050819898,-0.000131819,0.000767126,-0.003895853,0.000839053,0.008678137,0.004720254,-0.01500226,-0.011763307,0.24,0,-0.05,-0.04,-0.08,-0.08,-0.02,0.03,-0.11,0.3,1.02,2.45,2.85,3.72,4.4,-0.028581581,-0.011895639,0.01451979,0.002025757,0.000799041,0.002443329,0.004252788,0.020414732,-0.023188041,0.048559962,0.000672224,0.002214076,0.009040708,0.000464029,0.002244624,-0.002442385,0.00122774,0.002017702,0.002076354,0.00068842,0.000979179,-0.001004719,0.003861744,0.000300431,-0.002390119,-0.002803574,0.000830199,0.024533401,0.00460341,0.009399097,0.001203891
Aug-94,0.001725789,0.002481375,-0.000654848,-0.004393144,0.003169001,0.001203891,-0.000371791,-0.000741707,-0.004937181,0.002583803,-0.007770741,0.011456044,0.003208509,0.013496752,-0.002420204,0.003580855,0.000869901,-0.009487801,0.0178,203,0.024387922,0.000696749,0.000586941,0,0.2,0.022593753,-0.055838218,0.031314418,0.087011377,-0.011457796,0.006449744,0.003233647,0.001887166,-0.002437752,0.005478394,0.000940181,0.000888845,0.001015597,0.003568451,0.003814317,0.002844897,0.004438086,-0.000577451,0.001399871,41.2,0,41.8,7.271703707,4.8978398,5.805134969,6.386879319,5.937536205,7.196686571,5.081404365,5.703782475,6.340359304,5.726847748,-0.000344737,0.001307623,0.006487375,0,0.003130682,0.00573957,-0.000893028,-0.002766632,-0.008421627,-0.010169492,0.005143197,0.001942873,-0.006448791,-0.000176964,-0.007569858,-0.005461593,0.028097037,-0.030590961,0.01,0.19,0.2,0.21,0.21,0.2,0.14,0.15,0.07,0.49,1.22,2.65,3.04,3.85,4.54,-0.036197677,-0.04062231,0.013342643,-0.000723014,0.003186616,0.004059432,-0.000870894,-0.014665253,-0.034472731,-0.032961215,0.000666767,-0.010413372,0.002944555,-1.44E-05,-2.02E-05,-1.61E-05,-0.00061897,-0.000681772,0.000677444,0.000682696,0.00071637,0.00153914,0.001689043,0.000173868,0.002377492,0.004180702,-0.00083715,-0.031025954,-0.021941925,-0.002263283,0.006671491
Sep-94,0.001448222,0.001218943,0.006566453,0.023339475,0.012413408,0.006671491,0.00643901,0.008302456,0.012885946,0.016615539,0.011474214,0.003593178,0.006962131,0.002791543,0.014652689,0.008748513,-0.032092915,0.011446141,0.4393,-153,-0.018451901,0.00475706,0.005169734,-0.1,-0.2,-0.054283951,0.103675158,-0.025844942,-0.064750184,0.004471422,-0.017540431,0.002544597,0.00302082,0.000348614,0.002727983,0.003225147,0.00472721,0.001014566,0.002426248,0.003670521,0.005016477,0.003961279,-0.000722282,0.00025902,41.1,0,41.7,7.279318835,5.003946306,5.726847748,6.522092798,5.749392986,7.227662499,4.96284463,5.713732806,6.378426184,5.834810737,0.005988392,0.000592537,0.008543868,-0.01,-0.004878066,-0.003214198,-0.004733585,-0.007503886,-0.016733872,-0.011744966,-0.003039572,-0.000818882,0.006909241,0.000624281,0.028047795,0.031078169,-0.072394681,0.003103506,0.21,0.15,0.13,0.08,-0.03,-0.06,-0.04,-0.06,0.01,0.41,1.09,2.41,2.77,3.6,4.27,-0.004163046,0.015075992,-0.002913661,-0.003114929,-1.58E-05,-2.36E-05,0.002504206,0.008801046,-0.09677514,-0.006089393,0.000660014,-0.003018492,0.002865788,0.00045703,-2.00E-05,-0.002403509,0.002441606,0.001329701,-0.000703676,0.000675614,-0.000849942,-0.003293673,-0.000763578,-0.000413931,-0.001589809,-0.00418459,0.000826767,0.032545723,0.018640145,-0.009469088,0.002976976
Oct-94,0.004370694,0.004731992,0.001486381,-0.004338548,0.008133511,0.002976976,0.001132155,-0.000547758,-0.005837695,0.003213921,-0.009289275,0.009521184,0.005304999,0.01228838,-0.002615463,0.003941469,-0.015178793,0.003558022,0.0339,50,0.019095077,0.001111551,0.002793196,-0.1,-0.1,0,-0.103243473,-0.001455604,0.0184569,-0.0167099,-0.018004988,0.003084907,0.003142461,0.004347455,0.006980831,0.001988537,0.003041156,0.000434499,0.003070599,0.004043538,0.003755425,0.004540562,-0.002025171,0.001604431,41.1,-0.1,41.6,7.295735073,4.875197323,5.789960171,6.469250317,5.916202063,7.252762418,4.905274778,5.686975356,6.410174882,5.924255797,-0.00272505,0.00353625,0.006459184,0,0.001216115,0.000831707,-0.001882595,0.003122604,0.025135792,0.021931724,-0.004541552,0.001529674,0.006867459,0.00114601,0.005841941,0.016454355,-0.009761349,-0.018354708,0.26,0.14,0.16,0.2,0.2,0.22,0.27,0.24,-0.11,0.31,1.03,2.35,2.73,3.61,4.25,-0.022397009,-0.011736559,0.015378484,-0.017787681,-0.006349844,-0.008890864,-0.00255034,-0.01789409,0.015463655,-0.014175718,-0.002023577,0.010477969,-0.011099434,-1.80E-05,-0.003722178,-2.54E-06,-0.002452835,-0.002014067,-0.002067292,-0.002758611,-0.001188837,-0.000218742,-0.004160167,-0.000234119,0.001574788,0.004157527,-6.19E-06,0.02127228,0.018806059,0.004877312,0.008140924
Nov-94,0.008880834,0.008003588,0.006200336,0.007603213,0.009090606,0.008140924,0.009906304,0.011375263,0.010082255,0.012465084,0.009171168,0.017284072,0.00590897,0.013079172,0.000223779,0.009406213,0.005297143,-0.011081803,0.4832,253,0.039965346,0.002454735,0.003430203,-0.1,0.6,-0.097033866,-0.014782878,0.073353344,0.125603122,0.030634176,0.009493027,0.001759778,0.001132355,-0.005917177,0.000386399,0.001692986,0.002641234,0.000289561,0.001915699,0.002786532,0.003494913,0.002793554,-0.002464662,0.000361935,41.1,0.2,41.8,7.279318835,4.820281566,5.768320996,6.483107351,5.863631176,7.242082359,4.875197323,5.762051383,6.381816017,5.877735782,0.027523989,0.006945204,0.005978827,-0.01,-0.00260612,-0.000631218,-0.001199863,0.000463054,-0.020103506,-0.016909446,0.006011883,-0.001584359,-0.003136387,0.000320194,-0.006768615,-0.000707438,0.036765631,-0.029577904,0.03,0.33,0.35,0.35,0.32,0.28,0.23,0.22,0.19,0.63,1.35,2.64,2.98,3.81,4.44,-0.019107864,-0.004274402,0.025407198,-0.002736385,-0.000802173,0.000796287,-1.75E-05,0.007783443,0.065567468,0.034633166,-0.00134183,-0.007499636,-5.40E-07,0.000449344,-0.000742115,-2.53E-06,0.000604745,-0.000669557,-0.000687048,-0.00068752,0.000582589,1.27E-05,-0.001504568,0.001520623,-9.94E-06,0.001352081,-6.16E-06,-0.025346091,-0.026258876,-0.010719663,0.006662147
Dec-94,-0.000239206,-0.000537559,0.000737776,0.008771597,0.000801398,0.006662147,0.0044828,0.004844109,0.000863459,-0.001149981,0.001640746,0.012543749,0.009399273,0.011345571,0.008445276,0.008117558,-0.033951131,0.033875628,0.3703,-51,0.012248108,0.001115178,0.003249838,-0.2,-1.3,0.077373497,-0.053532007,-0.102919429,-0.131438904,-0.079100349,-0.016329362,0.003587967,0.003302628,-0.00139738,0.006354118,0.002446841,0.003705514,0.000578871,0.003658837,0.004484983,0.003161474,0.005403603,-0.001598025,0.001188293,41.2,-0.1,41.8,7.320526962,5.170483995,5.891644212,6.452048954,5.826000107,7.200424893,4.919980926,5.697093487,6.380122537,5.752572639,0.003277871,0.002834593,0.006604746,0.01,0.002085317,0.001348428,-0.001845454,0.006145597,0.016736499,0.018567021,0.000158469,0.000224552,-0.008640845,0.000348694,-0.006055251,-0.00385434,0.035131712,-0.03127301,0.53,0.34,0.33,0.43,0.32,0.22,0.11,0.12,0,0.43,1.25,2.43,2.67,3.39,4.03,0.024059901,-0.00314669,-0.010764906,0.010607834,0.007951667,0.009721878,0.003293929,0.023191337,0.007565585,0.00598722,0.00200423,0.00073465,0.002929866,-0.000486824,0.00148258,0.001582263,0.000600332,0.001327131,0.001368456,0.001369393,0.00020628,0.001597162,0.002155932,-0.000839263,-0.000793265,-0.008957704,-6.13E-06,0.005632551,0.003528438,0.004197026,0.009953606
Jan-95,0.004723049,0.004113918,0.002651496,0.007481626,0.00484976,0.009953606,0.007970125,0.008370053,0.008032778,0.009447698,0.007496793,0.009674302,0.012426544,0.021652677,0.005099367,0.010864001,0.016698862,-0.009206717,0.5994,153,0.032436317,0.000454818,0.001645021,-0.1,-0.2,-0.014615645,-0.008352717,-0.069100047,-0.064761511,-0.072643843,-0.014742282,0.002602934,0.001950374,-0.00367744,0.003066311,0.001802169,0.002236159,0.001156738,0.002764914,0.003488623,0.003660105,0.002371272,-0.001454969,0.001083731,41.3,0.1,41.8,7.28276118,4.919980926,5.789960171,6.466144724,5.85220248,7.241366283,5.117993812,5.777652323,6.401917197,5.713732806,0.016203867,0.00082582,0.007479366,-0.02,-0.000782197,-0.001061395,-0.002236272,0.002228296,0.014697023,0.01156704,-0.002254803,0.0039562,0.015536472,0.001566447,-0.012704821,-0.014827864,0.054623058,-0.037887297,0.16,0.31,0.49,0.6,0.06,-0.15,-0.22,-0.22,0.15,0.76,1.69,2.33,2.36,3.01,3.65,0.025377624,0.021576167,-0.019378604,0.017865399,-0.000812218,-0.002450364,-0.003342099,0.000845021,-0.075113331,0.000230087,-0.000673131,0.000743049,-0.000742507,-1.75E-05,0.001476002,-0.000799608,-0.001823517,-0.001995786,0.00067815,-4.22E-06,-0.001256713,-0.003162638,-0.000434417,-0.001150977,-0.001570473,0.002063509,-0.000827452,-0.005583537,0.006579934,0.008731691,0.001894431
Feb-95,0.004592006,0.002775622,-3.68E-05,0.004408616,0.004330378,0.001894431,0.001070835,0.000379031,-0.002141087,0.005133958,-0.004938179,0.00629755,0.002910934,0.003412656,0.005043965,0.001634389,0.003567176,0.008287764,-0.1815,-153,-0.032436317,0.000659118,-0.000465146,0.1,-0.7,0.068501985,0.008352717,-0.037678495,-0.059732959,-0.019948944,0.031371539,0.00283654,0.002249039,-0.003162891,0.001529637,0.002610286,0.002812396,0.00230947,0.002982259,0.002968494,0.004453262,0.003061234,-0.001457089,0.000464097,41.3,0.1,41.8,7.249215057,4.844187086,5.666426688,6.486160789,5.814130532,7.156176637,4.934473933,5.65248918,6.340359304,5.673323267,-0.01340184,-0.00482654,0.009929009,0.01,0.000781933,0.00194893,-0.000947622,-0.018064199,-0.037831743,-0.036483267,0.00779349,-0.00149076,-0.010142721,0.000401873,0.021859981,0.020223414,-0.062608644,-0.008555898,0.08,0.11,0,-0.09,-0.02,-0.03,0,-0.02,0.18,0.68,1.52,2.23,2.25,2.93,3.55,-0.032581652,-0.004165081,0.010149131,0.017056613,-0.001590402,-0.002420966,0.006519036,-0.003099344,0.100565798,-0.006277799,0.000660678,0.00378015,-0.00073605,-0.000940312,-0.002958582,-5.62E-06,0.00361954,0.002648568,-7.44E-06,0.000677232,0.001385982,0.00473549,-0.001171513,0.001618245,-6.13E-07,-0.003457098,0.000817308,0.006664025,-0.009465868,-0.000464123,-0.001204493
Mar-95,0.002231423,0.002083017,-0.001859062,-0.005642537,-0.015871444,-0.001204493,-0.000522124,0.0004906,0.002329981,-0.005679413,0.005416579,0.000274084,-0.002051721,-0.00102167,-0.005266589,-0.002293325,0.033403637,0.000534793,-0.5181,8,0.015818542,0.000582995,0.002123475,-0.2,-0.1,-0.069665001,0.015134432,-0.021515278,0.057947244,-0.088912776,0.012663111,0.001612378,-0.001902703,-0.008483614,-0.008056825,0.000173777,0.002128278,-0.00274309,0.002482001,0.002368467,0.004433519,0.002062132,-0.001167202,0.000515411,40.9,-0.2,41.7,7.182352112,4.86753445,5.65248918,6.335054251,5.82008293,7.134093721,4.718498871,5.613128106,6.284134161,5.805134969,0.022326478,0.002759558,0.00753217,0.01,-0.00408822,-0.00243559,-0.003367007,-0.002390957,-0.032619721,-0.03328572,0.002274791,0.000425148,-0.007259051,-8.11E-05,0.03520323,0.030862793,-0.097991787,0.004502744,0.39,0.06,-0.18,-0.35,-0.39,-0.31,-0.2,-0.23,-0.15,0.11,0.78,1.45,1.55,2.34,2.93,-0.011572574,-0.015446553,-0.001652578,-0.009027321,-5.59E-06,0.000798385,-0.003340489,-0.002037681,-0.017659962,-0.039886902,-7.06E-06,-0.003028584,0.001446612,0.000449643,0.001476015,0.001565503,-0.001823406,-0.000670349,-7.40E-06,-0.000687003,-0.000256876,-0.003638475,0.000911277,1.00E-05,0.003121951,0.014480745,0.000811281,-0.027875544,-0.010275418,-0.016198847,0.001385463
